"","code","game_type","rival","pay_competitive","n"
"1251","sujeto_1bb5ad4b","individual","3","2",1
"1252","sujeto_1bb5ad4b","individual","3","3",1
"1253","sujeto_1bb5ad4b","individual","4","3",1
"1254","sujeto_1bb5ad4b","individual","4","4",1
"1255","sujeto_1d9a94b2","competitive","1","1",8
"1256","sujeto_1d9a94b2","competitive","1","2",8
"1257","sujeto_1d9a94b2","competitive","1","3",8
"1258","sujeto_1d9a94b2","competitive","1","4",8
"1259","sujeto_1d9a94b2","competitive","2","1",8
"1260","sujeto_1d9a94b2","competitive","2","2",8
"1261","sujeto_1d9a94b2","competitive","2","3",8
"1262","sujeto_1d9a94b2","competitive","2","4",8
"1263","sujeto_1d9a94b2","competitive","3","1",8
"1264","sujeto_1d9a94b2","competitive","3","2",8
"1265","sujeto_1d9a94b2","competitive","3","3",8
"1266","sujeto_1d9a94b2","competitive","3","4",8
"1267","sujeto_1d9a94b2","competitive","4","1",8
"1268","sujeto_1d9a94b2","competitive","4","2",8
"1269","sujeto_1d9a94b2","competitive","4","3",8
"1270","sujeto_1d9a94b2","competitive","4","4",8
"1271","sujeto_1fe7250f","competitive","1","1",6
"1272","sujeto_1fe7250f","competitive","1","2",7
"1273","sujeto_1fe7250f","competitive","1","3",8
"1274","sujeto_1fe7250f","competitive","1","4",8
"1275","sujeto_1fe7250f","competitive","2","1",4
"1276","sujeto_1fe7250f","competitive","2","2",8
"1277","sujeto_1fe7250f","competitive","2","3",8
"1278","sujeto_1fe7250f","competitive","2","4",7
"1279","sujeto_1fe7250f","competitive","3","1",5
"1280","sujeto_1fe7250f","competitive","3","2",8
"1281","sujeto_1fe7250f","competitive","3","3",7
"1282","sujeto_1fe7250f","competitive","3","4",8
"1283","sujeto_1fe7250f","competitive","4","1",1
"1284","sujeto_1fe7250f","competitive","4","2",7
"1285","sujeto_1fe7250f","competitive","4","3",6
"1286","sujeto_1fe7250f","competitive","4","4",5
"1287","sujeto_1fe7250f","individual","1","1",1
"1288","sujeto_1fe7250f","individual","1","2",1
"1289","sujeto_1fe7250f","individual","2","1",4
"1290","sujeto_1fe7250f","individual","3","1",3
"1291","sujeto_1fe7250f","individual","3","3",1
"1292","sujeto_1fe7250f","individual","4","1",6
"1293","sujeto_1fe7250f","individual","4","3",1
"1294","sujeto_1fe7250f","individual","4","4",1
"1295","sujeto_2158631b","competitive","1","1",8
"1296","sujeto_2158631b","competitive","1","2",8
"1297","sujeto_2158631b","competitive","1","3",8
"1298","sujeto_2158631b","competitive","1","4",8
"1299","sujeto_2158631b","competitive","2","1",8
"1300","sujeto_2158631b","competitive","2","2",8
"1301","sujeto_2158631b","competitive","2","3",8
"1302","sujeto_2158631b","competitive","2","4",8
"1303","sujeto_2158631b","competitive","3","1",8
"1304","sujeto_2158631b","competitive","3","2",8
"1305","sujeto_2158631b","competitive","3","3",8
"1306","sujeto_2158631b","competitive","3","4",8
"1307","sujeto_2158631b","competitive","4","1",8
"1308","sujeto_2158631b","competitive","4","2",8
"1309","sujeto_2158631b","competitive","4","3",8
"1310","sujeto_2158631b","competitive","4","4",8
"1311","sujeto_225a39e1","competitive","1","1",8
"1312","sujeto_225a39e1","competitive","1","2",8
"1313","sujeto_225a39e1","competitive","1","3",8
"1314","sujeto_225a39e1","competitive","1","4",8
"1315","sujeto_225a39e1","competitive","2","1",8
"1316","sujeto_225a39e1","competitive","2","2",8
"1317","sujeto_225a39e1","competitive","2","3",8
"1318","sujeto_225a39e1","competitive","2","4",8
"1319","sujeto_225a39e1","competitive","3","1",8
"1320","sujeto_225a39e1","competitive","3","2",8
"1321","sujeto_225a39e1","competitive","3","3",8
"1322","sujeto_225a39e1","competitive","3","4",8
"1323","sujeto_225a39e1","competitive","4","1",8
"1324","sujeto_225a39e1","competitive","4","2",6
"1325","sujeto_225a39e1","competitive","4","3",7
"1326","sujeto_225a39e1","competitive","4","4",8
"1327","sujeto_225a39e1","individual","4","2",2
"1328","sujeto_225a39e1","individual","4","3",1
"1329","sujeto_2608c5d2","competitive","1","1",1
"1330","sujeto_2608c5d2","competitive","1","2",8
"1331","sujeto_2608c5d2","competitive","1","3",8
"1332","sujeto_2608c5d2","competitive","1","4",8
"1333","sujeto_2608c5d2","competitive","2","1",1
"1334","sujeto_2608c5d2","competitive","2","2",7
"1335","sujeto_2608c5d2","competitive","2","3",8
"1336","sujeto_2608c5d2","competitive","2","4",8
"1337","sujeto_2608c5d2","competitive","3","1",2
"1338","sujeto_2608c5d2","competitive","3","2",8
"1339","sujeto_2608c5d2","competitive","3","3",8
"1340","sujeto_2608c5d2","competitive","3","4",8
"1341","sujeto_2608c5d2","competitive","4","1",3
"1342","sujeto_2608c5d2","competitive","4","2",8
"1343","sujeto_2608c5d2","competitive","4","3",7
"1344","sujeto_2608c5d2","competitive","4","4",8
"1345","sujeto_2608c5d2","individual","1","1",7
"1346","sujeto_2608c5d2","individual","2","1",7
"1347","sujeto_2608c5d2","individual","2","2",1
"1348","sujeto_2608c5d2","individual","3","1",6
"1349","sujeto_2608c5d2","individual","4","1",5
"1350","sujeto_2736348d","competitive","1","1",8
"1351","sujeto_2736348d","competitive","1","2",8
"1352","sujeto_2736348d","competitive","1","3",8
"1353","sujeto_2736348d","competitive","1","4",8
"1354","sujeto_2736348d","competitive","2","1",8
"1355","sujeto_2736348d","competitive","2","2",8
"1356","sujeto_2736348d","competitive","2","3",8
"1357","sujeto_2736348d","competitive","2","4",8
"1358","sujeto_2736348d","competitive","3","1",8
"1359","sujeto_2736348d","competitive","3","2",6
"1360","sujeto_2736348d","competitive","3","3",8
"1361","sujeto_2736348d","competitive","3","4",8
"1362","sujeto_2736348d","competitive","4","1",8
"1363","sujeto_2736348d","competitive","4","2",8
"1364","sujeto_2736348d","competitive","4","3",8
"1365","sujeto_2736348d","competitive","4","4",7
"1366","sujeto_2736348d","individual","3","2",2
"1367","sujeto_2736348d","individual","4","4",1
"1368","sujeto_282108e8","competitive","1","1",7
"1369","sujeto_282108e8","competitive","1","2",7
"1370","sujeto_282108e8","competitive","1","3",8
"1371","sujeto_282108e8","competitive","1","4",8
"1372","sujeto_282108e8","competitive","2","1",4
"1373","sujeto_282108e8","competitive","2","2",8
"1374","sujeto_282108e8","competitive","2","3",8
"1375","sujeto_282108e8","competitive","2","4",8
"1376","sujeto_282108e8","competitive","3","1",1
"1377","sujeto_282108e8","competitive","3","2",6
"1378","sujeto_282108e8","competitive","3","3",8
"1379","sujeto_282108e8","competitive","3","4",8
"1380","sujeto_282108e8","competitive","4","1",2
"1381","sujeto_282108e8","competitive","4","2",6
"1382","sujeto_282108e8","competitive","4","3",8
"1383","sujeto_282108e8","competitive","4","4",8
"1384","sujeto_282108e8","individual","1","1",1
"1385","sujeto_282108e8","individual","1","2",1
"1386","sujeto_282108e8","individual","2","1",4
"1387","sujeto_282108e8","individual","3","1",7
"1388","sujeto_282108e8","individual","3","2",2
"1389","sujeto_282108e8","individual","4","1",6
"1390","sujeto_282108e8","individual","4","2",2
"1391","sujeto_2a9aaa08","competitive","1","1",8
"1392","sujeto_2a9aaa08","competitive","1","2",8
"1393","sujeto_2a9aaa08","competitive","1","3",8
"1394","sujeto_2a9aaa08","competitive","1","4",7
"1395","sujeto_2a9aaa08","competitive","2","1",7
"1396","sujeto_2a9aaa08","competitive","2","2",7
"1397","sujeto_2a9aaa08","competitive","2","3",8
"1398","sujeto_2a9aaa08","competitive","2","4",8
"1399","sujeto_2a9aaa08","competitive","3","1",2
"1400","sujeto_2a9aaa08","competitive","3","2",2
"1401","sujeto_2a9aaa08","competitive","3","4",2
"1402","sujeto_2a9aaa08","competitive","4","1",2
"1403","sujeto_2a9aaa08","competitive","4","2",1
"1404","sujeto_2a9aaa08","competitive","4","3",2
"1405","sujeto_2a9aaa08","competitive","4","4",1
"1406","sujeto_2a9aaa08","individual","1","4",1
"1407","sujeto_2a9aaa08","individual","2","1",1
"1408","sujeto_2a9aaa08","individual","2","2",1
"1409","sujeto_2a9aaa08","individual","3","1",6
"1410","sujeto_2a9aaa08","individual","3","2",6
"1411","sujeto_2a9aaa08","individual","3","3",8
"1412","sujeto_2a9aaa08","individual","3","4",6
"1413","sujeto_2a9aaa08","individual","4","1",6
"1414","sujeto_2a9aaa08","individual","4","2",7
"1415","sujeto_2a9aaa08","individual","4","3",6
"1416","sujeto_2a9aaa08","individual","4","4",7
"1417","sujeto_2c6c72ad","competitive","1","1",8
"1418","sujeto_2c6c72ad","competitive","1","2",8
"1419","sujeto_2c6c72ad","competitive","1","3",8
"1420","sujeto_2c6c72ad","competitive","1","4",8
"1421","sujeto_2c6c72ad","competitive","2","1",8
"1422","sujeto_2c6c72ad","competitive","2","2",8
"1423","sujeto_2c6c72ad","competitive","2","3",8
"1424","sujeto_2c6c72ad","competitive","2","4",8
"1425","sujeto_2c6c72ad","competitive","3","1",8
"1426","sujeto_2c6c72ad","competitive","3","2",8
"1427","sujeto_2c6c72ad","competitive","3","3",8
"1428","sujeto_2c6c72ad","competitive","3","4",8
"1429","sujeto_2c6c72ad","competitive","4","1",8
"1430","sujeto_2c6c72ad","competitive","4","2",8
"1431","sujeto_2c6c72ad","competitive","4","3",8
"1432","sujeto_2c6c72ad","competitive","4","4",8
"1433","sujeto_2cd1c0e6","competitive","1","1",7
"1434","sujeto_2cd1c0e6","competitive","1","2",8
"1435","sujeto_2cd1c0e6","competitive","1","3",8
"1436","sujeto_2cd1c0e6","competitive","1","4",7
"1437","sujeto_2cd1c0e6","competitive","2","1",8
"1438","sujeto_2cd1c0e6","competitive","2","2",8
"1439","sujeto_2cd1c0e6","competitive","2","3",7
"1440","sujeto_2cd1c0e6","competitive","2","4",7
"1441","sujeto_2cd1c0e6","competitive","3","1",6
"1442","sujeto_2cd1c0e6","competitive","3","2",7
"1443","sujeto_2cd1c0e6","competitive","3","3",7
"1444","sujeto_2cd1c0e6","competitive","3","4",7
"1445","sujeto_2cd1c0e6","competitive","4","1",7
"1446","sujeto_2cd1c0e6","competitive","4","2",8
"1447","sujeto_2cd1c0e6","competitive","4","3",8
"1448","sujeto_2cd1c0e6","competitive","4","4",8
"1449","sujeto_33dcff34","competitive","1","1",8
"1450","sujeto_33dcff34","competitive","1","2",8
"1451","sujeto_33dcff34","competitive","1","3",7
"1452","sujeto_33dcff34","competitive","1","4",7
"1453","sujeto_33dcff34","competitive","2","1",8
"1454","sujeto_33dcff34","competitive","2","2",8
"1455","sujeto_33dcff34","competitive","2","3",8
"1456","sujeto_33dcff34","competitive","2","4",8
"1457","sujeto_33dcff34","competitive","3","1",8
"1458","sujeto_33dcff34","competitive","3","2",8
"1459","sujeto_33dcff34","competitive","3","3",8
"1460","sujeto_33dcff34","competitive","3","4",7
"1461","sujeto_33dcff34","competitive","4","1",8
"1462","sujeto_33dcff34","competitive","4","2",8
"1463","sujeto_33dcff34","competitive","4","3",8
"1464","sujeto_33dcff34","competitive","4","4",8
"1465","sujeto_33dcff34","individual","1","3",1
"1466","sujeto_33dcff34","individual","1","4",1
"1467","sujeto_33dcff34","individual","3","4",1
"1468","sujeto_39b35dcb","competitive","1","1",8
"1469","sujeto_39b35dcb","competitive","1","2",8
"1470","sujeto_39b35dcb","competitive","1","3",7
"1471","sujeto_39b35dcb","competitive","1","4",8
"1472","sujeto_39b35dcb","competitive","2","1",8
"1473","sujeto_39b35dcb","competitive","2","2",8
"1474","sujeto_39b35dcb","competitive","2","3",8
"1475","sujeto_39b35dcb","competitive","2","4",8
"1476","sujeto_39b35dcb","competitive","3","1",8
"1477","sujeto_39b35dcb","competitive","3","2",8
"1478","sujeto_39b35dcb","competitive","3","3",8
"1479","sujeto_39b35dcb","competitive","3","4",8
"1480","sujeto_39b35dcb","competitive","4","1",8
"1481","sujeto_39b35dcb","competitive","4","2",8
"1482","sujeto_39b35dcb","competitive","4","3",8
"1483","sujeto_39b35dcb","competitive","4","4",8
"1484","sujeto_39b35dcb","individual","1","3",1
"1485","sujeto_3e78614c","competitive","1","1",1
"1486","sujeto_3e78614c","competitive","1","2",8
"1487","sujeto_3e78614c","competitive","1","3",8
"1488","sujeto_3e78614c","competitive","1","4",8
"1489","sujeto_3e78614c","competitive","2","1",2
"1490","sujeto_3e78614c","competitive","2","2",8
"1491","sujeto_3e78614c","competitive","2","3",8
"1492","sujeto_3e78614c","competitive","2","4",8
"1493","sujeto_3e78614c","competitive","3","2",8
"1494","sujeto_3e78614c","competitive","3","3",8
"1495","sujeto_3e78614c","competitive","3","4",8
"1496","sujeto_3e78614c","competitive","4","2",8
"1497","sujeto_3e78614c","competitive","4","3",7
"1498","sujeto_3e78614c","competitive","4","4",8
"1499","sujeto_3e78614c","individual","1","1",7
"1500","sujeto_3e78614c","individual","2","1",6
"1501","sujeto_3e78614c","individual","3","1",8
"1502","sujeto_3e78614c","individual","4","1",8
"1503","sujeto_3e78614c","individual","4","3",1
"1504","sujeto_4517150c","competitive","1","1",8
"1505","sujeto_4517150c","competitive","1","2",8
"1506","sujeto_4517150c","competitive","1","3",8
"1507","sujeto_4517150c","competitive","1","4",8
"1508","sujeto_4517150c","competitive","2","1",8
"1509","sujeto_4517150c","competitive","2","2",8
"1510","sujeto_4517150c","competitive","2","3",8
"1511","sujeto_4517150c","competitive","2","4",8
"1512","sujeto_4517150c","competitive","3","1",8
"1513","sujeto_4517150c","competitive","3","2",7
"1514","sujeto_4517150c","competitive","3","3",7
"1515","sujeto_4517150c","competitive","3","4",7
"1516","sujeto_4517150c","competitive","4","1",8
"1517","sujeto_4517150c","competitive","4","2",8
"1518","sujeto_4517150c","competitive","4","3",7
"1519","sujeto_4517150c","competitive","4","4",8
"1520","sujeto_4517150c","individual","3","2",1
"1521","sujeto_4517150c","individual","3","3",1
"1522","sujeto_4517150c","individual","3","4",1
"1523","sujeto_4517150c","individual","4","3",1
"1524","sujeto_46315dbc","competitive","1","1",3
"1525","sujeto_46315dbc","competitive","1","2",7
"1526","sujeto_46315dbc","competitive","1","3",8
"1527","sujeto_46315dbc","competitive","1","4",8
"1528","sujeto_46315dbc","competitive","2","1",2
"1529","sujeto_46315dbc","competitive","2","2",8
"1530","sujeto_46315dbc","competitive","2","3",8
"1531","sujeto_46315dbc","competitive","2","4",8
"1532","sujeto_46315dbc","competitive","3","2",3
"1533","sujeto_46315dbc","competitive","3","3",8
"1534","sujeto_46315dbc","competitive","3","4",6
"1535","sujeto_46315dbc","competitive","4","2",2
"1536","sujeto_46315dbc","competitive","4","3",5
"1537","sujeto_46315dbc","competitive","4","4",5
"1538","sujeto_46315dbc","individual","1","1",5
"1539","sujeto_46315dbc","individual","1","2",1
"1540","sujeto_46315dbc","individual","2","1",6
"1541","sujeto_46315dbc","individual","3","1",8
"1542","sujeto_46315dbc","individual","3","2",5
"1543","sujeto_46315dbc","individual","3","4",2
"1544","sujeto_46315dbc","individual","4","1",8
"1545","sujeto_46315dbc","individual","4","2",6
"1546","sujeto_46315dbc","individual","4","3",3
"1547","sujeto_46315dbc","individual","4","4",3
"1548","sujeto_4ca6cef4","competitive","1","1",3
"1549","sujeto_4ca6cef4","competitive","1","2",8
"1550","sujeto_4ca6cef4","competitive","1","3",8
"1551","sujeto_4ca6cef4","competitive","1","4",8
"1552","sujeto_4ca6cef4","competitive","2","1",2
"1553","sujeto_4ca6cef4","competitive","2","2",8
"1554","sujeto_4ca6cef4","competitive","2","3",8
"1555","sujeto_4ca6cef4","competitive","2","4",8
"1556","sujeto_4ca6cef4","competitive","3","2",4
"1557","sujeto_4ca6cef4","competitive","3","3",8
"1558","sujeto_4ca6cef4","competitive","3","4",7
"1559","sujeto_4ca6cef4","competitive","4","1",1
"1560","sujeto_4ca6cef4","competitive","4","2",1
"1561","sujeto_4ca6cef4","competitive","4","3",7
"1562","sujeto_4ca6cef4","competitive","4","4",8
"1563","sujeto_4ca6cef4","individual","1","1",5
"1564","sujeto_4ca6cef4","individual","2","1",6
"1565","sujeto_4ca6cef4","individual","3","1",8
"1566","sujeto_4ca6cef4","individual","3","2",4
"1567","sujeto_4ca6cef4","individual","3","4",1
"1568","sujeto_4ca6cef4","individual","4","1",7
"1569","sujeto_4ca6cef4","individual","4","2",7
"1570","sujeto_4ca6cef4","individual","4","3",1
"1571","sujeto_4e042fb0","competitive","1","1",8
"1572","sujeto_4e042fb0","competitive","1","2",8
"1573","sujeto_4e042fb0","competitive","1","3",8
"1574","sujeto_4e042fb0","competitive","1","4",8
"1575","sujeto_4e042fb0","competitive","2","1",8
"1576","sujeto_4e042fb0","competitive","2","2",7
"1577","sujeto_4e042fb0","competitive","2","3",8
"1578","sujeto_4e042fb0","competitive","2","4",8
"1579","sujeto_4e042fb0","competitive","3","1",8
"1580","sujeto_4e042fb0","competitive","3","2",7
"1581","sujeto_4e042fb0","competitive","3","3",8
"1582","sujeto_4e042fb0","competitive","3","4",8
"1583","sujeto_4e042fb0","competitive","4","1",8
"1584","sujeto_4e042fb0","competitive","4","2",8
"1585","sujeto_4e042fb0","competitive","4","3",8
"1586","sujeto_4e042fb0","competitive","4","4",8
"1587","sujeto_4e042fb0","individual","2","2",1
"1588","sujeto_4e042fb0","individual","3","2",1
"1589","sujeto_5061298e","competitive","1","1",8
"1590","sujeto_5061298e","competitive","1","2",8
"1591","sujeto_5061298e","competitive","1","3",8
"1592","sujeto_5061298e","competitive","1","4",8
"1593","sujeto_5061298e","competitive","2","1",8
"1594","sujeto_5061298e","competitive","2","2",8
"1595","sujeto_5061298e","competitive","2","3",8
"1596","sujeto_5061298e","competitive","2","4",8
"1597","sujeto_5061298e","competitive","3","1",8
"1598","sujeto_5061298e","competitive","3","2",8
"1599","sujeto_5061298e","competitive","3","3",8
"1600","sujeto_5061298e","competitive","3","4",8
"1601","sujeto_5061298e","competitive","4","1",8
"1602","sujeto_5061298e","competitive","4","2",7
"1603","sujeto_5061298e","competitive","4","3",8
"1604","sujeto_5061298e","competitive","4","4",7
"1605","sujeto_5061298e","individual","4","4",1
"1606","sujeto_529b55b0","competitive","1","1",8
"1607","sujeto_529b55b0","competitive","1","2",8
"1608","sujeto_529b55b0","competitive","1","3",8
"1609","sujeto_529b55b0","competitive","1","4",8
"1610","sujeto_529b55b0","competitive","2","1",8
"1611","sujeto_529b55b0","competitive","2","2",8
"1612","sujeto_529b55b0","competitive","2","3",8
"1613","sujeto_529b55b0","competitive","2","4",8
"1614","sujeto_529b55b0","competitive","3","1",8
"1615","sujeto_529b55b0","competitive","3","2",8
"1616","sujeto_529b55b0","competitive","3","3",8
"1617","sujeto_529b55b0","competitive","3","4",8
"1618","sujeto_529b55b0","competitive","4","1",8
"1619","sujeto_529b55b0","competitive","4","2",8
"1620","sujeto_529b55b0","competitive","4","3",8
"1621","sujeto_529b55b0","competitive","4","4",7
"1622","sujeto_529b55b0","individual","4","4",1
"1623","sujeto_52c54ab9","competitive","1","1",8
"1624","sujeto_52c54ab9","competitive","1","2",7
"1625","sujeto_52c54ab9","competitive","1","3",8
"1626","sujeto_52c54ab9","competitive","1","4",8
"1627","sujeto_52c54ab9","competitive","2","1",8
"1628","sujeto_52c54ab9","competitive","2","2",8
"1629","sujeto_52c54ab9","competitive","2","3",8
"1630","sujeto_52c54ab9","competitive","2","4",8
"1631","sujeto_52c54ab9","competitive","3","1",8
"1632","sujeto_52c54ab9","competitive","3","2",8
"1633","sujeto_52c54ab9","competitive","3","3",8
"1634","sujeto_52c54ab9","competitive","3","4",7
"1635","sujeto_52c54ab9","competitive","4","1",8
"1636","sujeto_52c54ab9","competitive","4","2",7
"1637","sujeto_52c54ab9","competitive","4","3",8
"1638","sujeto_52c54ab9","competitive","4","4",7
"1639","sujeto_52c54ab9","individual","1","2",1
"1640","sujeto_52c54ab9","individual","3","4",1
"1641","sujeto_52c54ab9","individual","4","2",1
"1642","sujeto_52c54ab9","individual","4","4",1
"1643","sujeto_587bbcbb","competitive","1","1",7
"1644","sujeto_587bbcbb","competitive","1","2",8
"1645","sujeto_587bbcbb","competitive","1","3",8
"1646","sujeto_587bbcbb","competitive","1","4",8
"1647","sujeto_587bbcbb","competitive","2","1",1
"1648","sujeto_587bbcbb","competitive","2","2",8
"1649","sujeto_587bbcbb","competitive","2","3",8
"1650","sujeto_587bbcbb","competitive","2","4",7
"1651","sujeto_587bbcbb","competitive","3","1",1
"1652","sujeto_587bbcbb","competitive","3","2",3
"1653","sujeto_587bbcbb","competitive","3","3",7
"1654","sujeto_587bbcbb","competitive","3","4",8
"1655","sujeto_587bbcbb","competitive","4","3",1
"1656","sujeto_587bbcbb","competitive","4","4",8
"1657","sujeto_587bbcbb","individual","1","1",1
"1658","sujeto_587bbcbb","individual","2","1",7
"1659","sujeto_587bbcbb","individual","2","4",1
"1660","sujeto_587bbcbb","individual","3","1",7
"1661","sujeto_587bbcbb","individual","3","2",5
"1662","sujeto_587bbcbb","individual","3","3",1
"1663","sujeto_587bbcbb","individual","4","1",8
"1664","sujeto_587bbcbb","individual","4","2",8
"1665","sujeto_587bbcbb","individual","4","3",7
"1666","sujeto_5fc6b519","competitive","1","1",7
"1667","sujeto_5fc6b519","competitive","1","2",8
"1668","sujeto_5fc6b519","competitive","1","3",8
"1669","sujeto_5fc6b519","competitive","1","4",8
"1670","sujeto_5fc6b519","competitive","2","1",8
"1671","sujeto_5fc6b519","competitive","2","2",8
"1672","sujeto_5fc6b519","competitive","2","3",8
"1673","sujeto_5fc6b519","competitive","2","4",8
"1674","sujeto_5fc6b519","competitive","3","1",4
"1675","sujeto_5fc6b519","competitive","3","2",8
"1676","sujeto_5fc6b519","competitive","3","3",8
"1677","sujeto_5fc6b519","competitive","3","4",8
"1678","sujeto_5fc6b519","competitive","4","2",6
"1679","sujeto_5fc6b519","competitive","4","3",8
"1680","sujeto_5fc6b519","competitive","4","4",8
"1681","sujeto_5fc6b519","individual","1","1",1
"1682","sujeto_5fc6b519","individual","3","1",4
"1683","sujeto_5fc6b519","individual","4","1",8
"1684","sujeto_5fc6b519","individual","4","2",2
"1685","sujeto_61b0c637","competitive","1","1",8
"1686","sujeto_61b0c637","competitive","1","2",7
"1687","sujeto_61b0c637","competitive","1","3",7
"1688","sujeto_61b0c637","competitive","1","4",7
"1689","sujeto_61b0c637","competitive","2","1",6
"1690","sujeto_61b0c637","competitive","2","2",7
"1691","sujeto_61b0c637","competitive","2","3",8
"1692","sujeto_61b0c637","competitive","2","4",7
"1693","sujeto_61b0c637","competitive","3","1",7
"1694","sujeto_61b0c637","competitive","3","2",8
"1695","sujeto_61b0c637","competitive","3","3",7
"1696","sujeto_61b0c637","competitive","3","4",8
"1697","sujeto_61b0c637","competitive","4","1",5
"1698","sujeto_61b0c637","competitive","4","2",7
"1699","sujeto_61b0c637","competitive","4","3",8
"1700","sujeto_61b0c637","competitive","4","4",8
"1701","sujeto_61b0c637","individual","1","2",1
"1702","sujeto_61b0c637","individual","1","3",1
"1703","sujeto_61b0c637","individual","1","4",1
"1704","sujeto_61b0c637","individual","2","4",1
"1705","sujeto_61b0c637","individual","4","1",1
"1706","sujeto_61b0c637","individual","4","2",1
"1707","sujeto_63c82dc6","competitive","1","1",8
"1708","sujeto_63c82dc6","competitive","1","2",8
"1709","sujeto_63c82dc6","competitive","1","3",8
"1710","sujeto_63c82dc6","competitive","1","4",8
"1711","sujeto_63c82dc6","competitive","2","1",7
"1712","sujeto_63c82dc6","competitive","2","2",7
"1713","sujeto_63c82dc6","competitive","2","3",7
"1714","sujeto_63c82dc6","competitive","2","4",7
"1715","sujeto_63c82dc6","competitive","3","1",8
"1716","sujeto_63c82dc6","competitive","3","2",7
"1717","sujeto_63c82dc6","competitive","3","3",7
"1718","sujeto_63c82dc6","competitive","3","4",8
"1719","sujeto_63c82dc6","competitive","4","1",8
"1720","sujeto_63c82dc6","competitive","4","2",8
"1721","sujeto_63c82dc6","competitive","4","3",7
"1722","sujeto_63c82dc6","competitive","4","4",8
"1723","sujeto_63c82dc6","individual","2","1",1
"1724","sujeto_63c82dc6","individual","2","2",1
"1725","sujeto_63c82dc6","individual","2","3",1
"1726","sujeto_63c82dc6","individual","2","4",1
"1727","sujeto_63c82dc6","individual","3","2",1
"1728","sujeto_63c82dc6","individual","3","3",1
"1729","sujeto_63c82dc6","individual","4","3",1
"1730","sujeto_6462fbbc","competitive","1","1",6
"1731","sujeto_6462fbbc","competitive","1","2",8
"1732","sujeto_6462fbbc","competitive","1","3",8
"1733","sujeto_6462fbbc","competitive","1","4",8
"1734","sujeto_6462fbbc","competitive","2","1",6
"1735","sujeto_6462fbbc","competitive","2","2",7
"1736","sujeto_6462fbbc","competitive","2","3",8
"1737","sujeto_6462fbbc","competitive","2","4",8
"1738","sujeto_6462fbbc","competitive","3","1",7
"1739","sujeto_6462fbbc","competitive","3","2",8
"1740","sujeto_6462fbbc","competitive","3","3",8
"1741","sujeto_6462fbbc","competitive","3","4",8
"1742","sujeto_6462fbbc","competitive","4","1",6
"1743","sujeto_6462fbbc","competitive","4","2",8
"1744","sujeto_6462fbbc","competitive","4","3",7
"1745","sujeto_6462fbbc","competitive","4","4",8
"1746","sujeto_6462fbbc","individual","1","1",2
"1747","sujeto_6462fbbc","individual","2","1",2
"1748","sujeto_6462fbbc","individual","2","2",1
"1749","sujeto_6462fbbc","individual","3","1",1
"1750","sujeto_6462fbbc","individual","4","1",2
"1751","sujeto_6462fbbc","individual","4","3",1
"1752","sujeto_66362819","competitive","1","1",7
"1753","sujeto_66362819","competitive","1","2",8
"1754","sujeto_66362819","competitive","1","3",8
"1755","sujeto_66362819","competitive","1","4",8
"1756","sujeto_66362819","competitive","2","1",8
"1757","sujeto_66362819","competitive","2","2",8
"1758","sujeto_66362819","competitive","2","3",8
"1759","sujeto_66362819","competitive","2","4",8
"1760","sujeto_66362819","competitive","3","1",6
"1761","sujeto_66362819","competitive","3","2",8
"1762","sujeto_66362819","competitive","3","3",8
"1763","sujeto_66362819","competitive","3","4",8
"1764","sujeto_66362819","competitive","4","1",8
"1765","sujeto_66362819","competitive","4","2",8
"1766","sujeto_66362819","competitive","4","3",7
"1767","sujeto_66362819","competitive","4","4",8
"1768","sujeto_66362819","individual","1","1",1
"1769","sujeto_66362819","individual","3","1",2
"1770","sujeto_66362819","individual","4","3",1
"1771","sujeto_665d6eab","competitive","1","1",1
"1772","sujeto_665d6eab","competitive","1","2",8
"1773","sujeto_665d6eab","competitive","1","3",8
"1774","sujeto_665d6eab","competitive","1","4",8
"1775","sujeto_665d6eab","competitive","2","1",1
"1776","sujeto_665d6eab","competitive","2","2",8
"1777","sujeto_665d6eab","competitive","2","3",8
"1778","sujeto_665d6eab","competitive","2","4",8
"1779","sujeto_665d6eab","competitive","3","2",4
"1780","sujeto_665d6eab","competitive","3","3",8
"1781","sujeto_665d6eab","competitive","3","4",8
"1782","sujeto_665d6eab","competitive","4","1",1
"1783","sujeto_665d6eab","competitive","4","2",2
"1784","sujeto_665d6eab","competitive","4","3",8
"1785","sujeto_665d6eab","competitive","4","4",8
"1786","sujeto_665d6eab","individual","1","1",7
"1787","sujeto_665d6eab","individual","2","1",7
"1788","sujeto_665d6eab","individual","3","1",8
"1789","sujeto_665d6eab","individual","3","2",4
"1790","sujeto_665d6eab","individual","4","1",7
"1791","sujeto_665d6eab","individual","4","2",6
"1792","sujeto_685cae59","competitive","1","1",6
"1793","sujeto_685cae59","competitive","1","2",5
"1794","sujeto_685cae59","competitive","1","3",8
"1795","sujeto_685cae59","competitive","1","4",8
"1796","sujeto_685cae59","competitive","2","1",4
"1797","sujeto_685cae59","competitive","2","2",7
"1798","sujeto_685cae59","competitive","2","3",7
"1799","sujeto_685cae59","competitive","2","4",8
"1800","sujeto_685cae59","competitive","3","1",5
"1801","sujeto_685cae59","competitive","3","2",5
"1802","sujeto_685cae59","competitive","3","3",6
"1803","sujeto_685cae59","competitive","3","4",7
