"","code","game_type","rival","pay_competitive","n"
"639","sujeto_0048205","competitive","4","3",8
"640","sujeto_0048205","competitive","4","4",8
"641","sujeto_0048205","individual","1","1",7
"642","sujeto_0048205","individual","2","1",7
"643","sujeto_0048205","individual","3","1",7
"644","sujeto_0048205","individual","4","1",6
"645","sujeto_0048533","competitive","1","1",7
"646","sujeto_0048533","competitive","1","2",8
"647","sujeto_0048533","competitive","1","3",8
"648","sujeto_0048533","competitive","1","4",8
"649","sujeto_0048533","competitive","2","1",8
"650","sujeto_0048533","competitive","2","2",8
"651","sujeto_0048533","competitive","2","3",8
"652","sujeto_0048533","competitive","2","4",8
"653","sujeto_0048533","competitive","3","1",8
"654","sujeto_0048533","competitive","3","2",8
"655","sujeto_0048533","competitive","3","3",7
"656","sujeto_0048533","competitive","3","4",8
"657","sujeto_0048533","competitive","4","1",8
"658","sujeto_0048533","competitive","4","2",8
"659","sujeto_0048533","competitive","4","3",8
"660","sujeto_0048533","competitive","4","4",8
"661","sujeto_0048533","individual","1","1",1
"662","sujeto_0048533","individual","3","3",1
"663","sujeto_0049193","competitive","1","1",6
"664","sujeto_0049193","competitive","1","2",5
"665","sujeto_0049193","competitive","1","3",6
"666","sujeto_0049193","competitive","1","4",6
"667","sujeto_0049193","competitive","2","1",7
"668","sujeto_0049193","competitive","2","2",4
"669","sujeto_0049193","competitive","2","3",7
"670","sujeto_0049193","competitive","2","4",7
"671","sujeto_0049193","competitive","3","1",5
"672","sujeto_0049193","competitive","3","2",6
"673","sujeto_0049193","competitive","3","3",6
"674","sujeto_0049193","competitive","3","4",5
"675","sujeto_0049193","competitive","4","1",3
"676","sujeto_0049193","competitive","4","2",2
"677","sujeto_0049193","competitive","4","3",3
"678","sujeto_0049193","competitive","4","4",6
"679","sujeto_0049193","individual","1","1",2
"680","sujeto_0049193","individual","1","2",3
"681","sujeto_0049193","individual","1","3",2
"682","sujeto_0049193","individual","1","4",2
"683","sujeto_0049193","individual","2","1",1
"684","sujeto_0049193","individual","2","2",4
"685","sujeto_0049193","individual","2","3",1
"686","sujeto_0049193","individual","2","4",1
"687","sujeto_0049193","individual","3","1",3
"688","sujeto_0049193","individual","3","2",2
"689","sujeto_0049193","individual","3","3",2
"690","sujeto_0049193","individual","3","4",3
"691","sujeto_0049193","individual","4","1",5
"692","sujeto_0049193","individual","4","2",6
"693","sujeto_0049193","individual","4","3",5
"694","sujeto_0049193","individual","4","4",2
"695","sujeto_0050473","competitive","1","1",8
"696","sujeto_0050473","competitive","1","2",8
"697","sujeto_0050473","competitive","1","3",8
"698","sujeto_0050473","competitive","1","4",8
"699","sujeto_0050473","competitive","2","1",8
"700","sujeto_0050473","competitive","2","2",8
"701","sujeto_0050473","competitive","2","3",8
"702","sujeto_0050473","competitive","2","4",8
"703","sujeto_0050473","competitive","3","1",8
"704","sujeto_0050473","competitive","3","2",8
"705","sujeto_0050473","competitive","3","3",8
"706","sujeto_0050473","competitive","3","4",8
"707","sujeto_0050473","competitive","4","1",8
"708","sujeto_0050473","competitive","4","2",8
"709","sujeto_0050473","competitive","4","3",8
"710","sujeto_0050473","competitive","4","4",8
"711","sujeto_0051018","competitive","1","1",7
"712","sujeto_0051018","competitive","1","2",8
"713","sujeto_0051018","competitive","1","3",7
"714","sujeto_0051018","competitive","1","4",8
"715","sujeto_0051018","competitive","2","1",5
"716","sujeto_0051018","competitive","2","2",7
"717","sujeto_0051018","competitive","2","3",8
"718","sujeto_0051018","competitive","2","4",7
"719","sujeto_0051018","competitive","3","1",5
"720","sujeto_0051018","competitive","3","2",7
"721","sujeto_0051018","competitive","3","3",7
"722","sujeto_0051018","competitive","3","4",8
"723","sujeto_0051018","competitive","4","1",5
"724","sujeto_0051018","competitive","4","2",7
"725","sujeto_0051018","competitive","4","3",8
"726","sujeto_0051018","competitive","4","4",8
"727","sujeto_0051018","individual","1","1",1
"728","sujeto_0051018","individual","2","1",2
"729","sujeto_0051018","individual","2","2",1
"730","sujeto_0051018","individual","2","4",1
"731","sujeto_0051018","individual","3","1",3
"732","sujeto_0051018","individual","3","2",1
"733","sujeto_0051018","individual","3","3",1
"734","sujeto_0051018","individual","4","1",3
"735","sujeto_0051018","individual","4","2",1
"736","sujeto_0053568","competitive","1","1",8
"737","sujeto_0053568","competitive","1","2",8
"738","sujeto_0053568","competitive","1","3",8
"739","sujeto_0053568","competitive","1","4",8
"740","sujeto_0053568","competitive","2","1",4
"741","sujeto_0053568","competitive","2","2",8
"742","sujeto_0053568","competitive","2","3",8
"743","sujeto_0053568","competitive","2","4",8
"744","sujeto_0053568","competitive","3","1",4
"745","sujeto_0053568","competitive","3","2",8
"746","sujeto_0053568","competitive","3","3",8
"747","sujeto_0053568","competitive","3","4",8
"748","sujeto_0053568","competitive","4","1",3
"749","sujeto_0053568","competitive","4","2",8
"750","sujeto_0053568","competitive","4","3",8
"751","sujeto_0053568","competitive","4","4",8
"752","sujeto_0053568","individual","2","1",4
"753","sujeto_0053568","individual","3","1",4
"754","sujeto_0053568","individual","4","1",5
"755","sujeto_0053790","competitive","1","1",7
"756","sujeto_0053790","competitive","1","2",8
"757","sujeto_0053790","competitive","1","3",8
"758","sujeto_0053790","competitive","1","4",8
"759","sujeto_0053790","competitive","2","1",8
"760","sujeto_0053790","competitive","2","2",8
"761","sujeto_0053790","competitive","2","3",7
"762","sujeto_0053790","competitive","2","4",7
"763","sujeto_0053790","competitive","3","1",5
"764","sujeto_0053790","competitive","3","2",7
"765","sujeto_0053790","competitive","3","3",7
"766","sujeto_0053790","competitive","3","4",8
"767","sujeto_0053790","competitive","4","2",6
"768","sujeto_0053790","competitive","4","3",8
"769","sujeto_0053790","competitive","4","4",7
"770","sujeto_0053790","individual","1","1",1
"771","sujeto_0053790","individual","2","3",1
"772","sujeto_0053790","individual","2","4",1
"773","sujeto_0053790","individual","3","1",3
"774","sujeto_0053790","individual","3","2",1
"775","sujeto_0053790","individual","3","3",1
"776","sujeto_0053790","individual","4","1",8
"777","sujeto_0053790","individual","4","2",2
"778","sujeto_0053790","individual","4","4",1
"779","sujeto_0058378","competitive","1","1",8
"780","sujeto_0058378","competitive","1","2",8
"781","sujeto_0058378","competitive","1","3",8
"782","sujeto_0058378","competitive","1","4",8
"783","sujeto_0058378","competitive","2","1",8
"784","sujeto_0058378","competitive","2","2",8
"785","sujeto_0058378","competitive","2","3",8
"786","sujeto_0058378","competitive","2","4",8
"787","sujeto_0058378","competitive","3","1",8
"788","sujeto_0058378","competitive","3","2",8
"789","sujeto_0058378","competitive","3","3",8
"790","sujeto_0058378","competitive","3","4",8
"791","sujeto_0058378","competitive","4","1",8
"792","sujeto_0058378","competitive","4","2",8
"793","sujeto_0058378","competitive","4","3",8
"794","sujeto_0058378","competitive","4","4",8
"795","sujeto_005868","competitive","1","1",3
"796","sujeto_005868","competitive","1","2",8
"797","sujeto_005868","competitive","1","3",8
"798","sujeto_005868","competitive","1","4",8
"799","sujeto_005868","competitive","2","1",1
"800","sujeto_005868","competitive","2","2",8
"801","sujeto_005868","competitive","2","3",8
"802","sujeto_005868","competitive","2","4",8
"803","sujeto_005868","competitive","3","2",6
"804","sujeto_005868","competitive","3","3",8
"805","sujeto_005868","competitive","3","4",8
"806","sujeto_005868","competitive","4","2",4
"807","sujeto_005868","competitive","4","3",8
"808","sujeto_005868","competitive","4","4",8
"809","sujeto_005868","individual","1","1",5
"810","sujeto_005868","individual","2","1",7
"811","sujeto_005868","individual","3","1",8
"812","sujeto_005868","individual","3","2",2
"813","sujeto_005868","individual","4","1",8
"814","sujeto_005868","individual","4","2",4
"815","sujeto_0065422","competitive","1","1",8
"816","sujeto_0065422","competitive","1","2",8
"817","sujeto_0065422","competitive","1","3",8
"818","sujeto_0065422","competitive","1","4",8
"819","sujeto_0065422","competitive","2","1",7
"820","sujeto_0065422","competitive","2","2",8
"821","sujeto_0065422","competitive","2","3",8
"822","sujeto_0065422","competitive","2","4",8
"823","sujeto_0065422","competitive","3","1",8
"824","sujeto_0065422","competitive","3","2",8
"825","sujeto_0065422","competitive","3","3",8
"826","sujeto_0065422","competitive","3","4",8
"827","sujeto_0065422","competitive","4","1",8
"828","sujeto_0065422","competitive","4","2",8
"829","sujeto_0065422","competitive","4","3",8
"830","sujeto_0065422","competitive","4","4",7
"831","sujeto_0065422","individual","2","1",1
"832","sujeto_0065422","individual","4","4",1
"833","sujeto_0066360","competitive","1","1",8
"834","sujeto_0066360","competitive","1","2",8
"835","sujeto_0066360","competitive","1","3",8
"836","sujeto_0066360","competitive","1","4",8
"837","sujeto_0066360","competitive","2","1",8
"838","sujeto_0066360","competitive","2","2",8
"839","sujeto_0066360","competitive","2","3",8
"840","sujeto_0066360","competitive","2","4",8
"841","sujeto_0066360","competitive","3","1",8
"842","sujeto_0066360","competitive","3","2",8
"843","sujeto_0066360","competitive","3","3",8
"844","sujeto_0066360","competitive","3","4",8
"845","sujeto_0066360","competitive","4","1",7
"846","sujeto_0066360","competitive","4","2",8
"847","sujeto_0066360","competitive","4","3",8
"848","sujeto_0066360","competitive","4","4",8
"849","sujeto_0066360","individual","4","1",1
"850","sujeto_0067839","competitive","1","1",6
"851","sujeto_0067839","competitive","1","2",8
"852","sujeto_0067839","competitive","1","3",8
"853","sujeto_0067839","competitive","1","4",8
"854","sujeto_0067839","competitive","2","1",4
"855","sujeto_0067839","competitive","2","2",8
"856","sujeto_0067839","competitive","2","3",8
"857","sujeto_0067839","competitive","2","4",8
"858","sujeto_0067839","competitive","3","1",2
"859","sujeto_0067839","competitive","3","2",1
"860","sujeto_0067839","competitive","3","3",7
"861","sujeto_0067839","competitive","3","4",7
"862","sujeto_0067839","competitive","4","2",1
"863","sujeto_0067839","competitive","4","3",6
"864","sujeto_0067839","competitive","4","4",5
"865","sujeto_0067839","individual","1","1",2
"866","sujeto_0067839","individual","2","1",4
"867","sujeto_0067839","individual","3","1",6
"868","sujeto_0067839","individual","3","2",6
"869","sujeto_0067839","individual","3","3",1
"870","sujeto_0067839","individual","3","4",1
"871","sujeto_0067839","individual","4","1",8
"872","sujeto_0067839","individual","4","2",7
"873","sujeto_0067839","individual","4","3",2
"874","sujeto_0067839","individual","4","4",3
"875","sujeto_0068071","competitive","1","2",8
"876","sujeto_0068071","competitive","1","3",8
"877","sujeto_0068071","competitive","1","4",8
"878","sujeto_0068071","competitive","2","1",1
"879","sujeto_0068071","competitive","2","2",8
"880","sujeto_0068071","competitive","2","3",8
"881","sujeto_0068071","competitive","2","4",8
"882","sujeto_0068071","competitive","3","1",1
"883","sujeto_0068071","competitive","3","2",8
"884","sujeto_0068071","competitive","3","3",8
"885","sujeto_0068071","competitive","3","4",7
"886","sujeto_0068071","competitive","4","2",7
"887","sujeto_0068071","competitive","4","3",8
"888","sujeto_0068071","competitive","4","4",8
"889","sujeto_0068071","individual","1","1",8
"890","sujeto_0068071","individual","2","1",7
"891","sujeto_0068071","individual","3","1",7
"892","sujeto_0068071","individual","3","4",1
"893","sujeto_0068071","individual","4","1",8
"894","sujeto_0068784","competitive","1","1",5
"895","sujeto_0068784","competitive","1","2",7
"896","sujeto_0068784","competitive","1","3",8
"897","sujeto_0068784","competitive","1","4",8
"898","sujeto_0068784","competitive","2","1",6
"899","sujeto_0068784","competitive","2","2",7
"900","sujeto_0068784","competitive","2","3",8
"901","sujeto_0068784","competitive","2","4",7
"902","sujeto_0068784","competitive","3","1",5
"903","sujeto_0068784","competitive","3","2",7
"904","sujeto_0068784","competitive","3","3",8
"905","sujeto_0068784","competitive","3","4",8
"906","sujeto_0068784","competitive","4","1",5
"907","sujeto_0068784","competitive","4","2",8
"908","sujeto_0068784","competitive","4","3",7
"909","sujeto_0068784","competitive","4","4",8
"910","sujeto_0068784","individual","1","1",3
"911","sujeto_0068784","individual","1","2",1
"912","sujeto_0068784","individual","2","1",2
"913","sujeto_0068784","individual","2","2",1
"914","sujeto_0068784","individual","2","4",1
"915","sujeto_0068784","individual","3","1",3
"916","sujeto_0068784","individual","3","2",1
"917","sujeto_0068784","individual","4","1",3
"918","sujeto_0068784","individual","4","3",1
"919","sujeto_0071765","competitive","1","1",4
"920","sujeto_0071765","competitive","1","2",8
"921","sujeto_0071765","competitive","1","3",8
"922","sujeto_0071765","competitive","1","4",7
"923","sujeto_0071765","competitive","2","1",3
"924","sujeto_0071765","competitive","2","2",4
"925","sujeto_0071765","competitive","2","3",7
"926","sujeto_0071765","competitive","2","4",8
"927","sujeto_0071765","competitive","3","1",1
"928","sujeto_0071765","competitive","3","2",2
"929","sujeto_0071765","competitive","3","3",7
"930","sujeto_0071765","competitive","3","4",7
"931","sujeto_0071765","competitive","4","1",1
"932","sujeto_0071765","competitive","4","3",3
"933","sujeto_0071765","competitive","4","4",7
"934","sujeto_0071765","individual","1","1",4
"935","sujeto_0071765","individual","1","4",1
"936","sujeto_0071765","individual","2","1",5
"937","sujeto_0071765","individual","2","2",4
"938","sujeto_0071765","individual","2","3",1
"939","sujeto_0071765","individual","3","1",7
"940","sujeto_0071765","individual","3","2",6
"941","sujeto_0071765","individual","3","3",1
"942","sujeto_0071765","individual","3","4",1
"943","sujeto_0071765","individual","4","1",7
"944","sujeto_0071765","individual","4","2",8
"945","sujeto_0071765","individual","4","3",5
"946","sujeto_0071765","individual","4","4",1
"947","sujeto_0073050","competitive","1","1",7
"948","sujeto_0073050","competitive","1","2",8
"949","sujeto_0073050","competitive","1","3",8
"950","sujeto_0073050","competitive","1","4",7
"951","sujeto_0073050","competitive","2","1",8
"952","sujeto_0073050","competitive","2","2",8
"953","sujeto_0073050","competitive","2","3",8
"954","sujeto_0073050","competitive","2","4",8
"955","sujeto_0073050","competitive","3","1",8
"956","sujeto_0073050","competitive","3","2",8
"957","sujeto_0073050","competitive","3","3",8
"958","sujeto_0073050","competitive","3","4",8
"959","sujeto_0073050","competitive","4","1",8
"960","sujeto_0073050","competitive","4","2",7
"961","sujeto_0073050","competitive","4","3",8
"962","sujeto_0073050","competitive","4","4",7
"963","sujeto_0073050","individual","1","1",1
"964","sujeto_0073050","individual","1","4",1
"965","sujeto_0073050","individual","4","2",1
"966","sujeto_0073105","competitive","1","2",7
"967","sujeto_0073105","competitive","1","3",8
"968","sujeto_0073105","competitive","1","4",8
"969","sujeto_0073105","competitive","2","2",8
"970","sujeto_0073105","competitive","2","3",7
"971","sujeto_0073105","competitive","2","4",8
"972","sujeto_0073105","competitive","3","2",8
"973","sujeto_0073105","competitive","3","3",6
"974","sujeto_0073105","competitive","3","4",7
"975","sujeto_0073105","competitive","4","2",8
"976","sujeto_0073105","competitive","4","3",8
"977","sujeto_0073105","competitive","4","4",8
"978","sujeto_0073105","individual","1","1",7
"979","sujeto_0073105","individual","2","1",8
"980","sujeto_0073105","individual","3","1",7
"981","sujeto_0073105","individual","3","4",1
"982","sujeto_0073105","individual","4","1",8
"983","sujeto_0073942","competitive","1","1",8
"984","sujeto_0073942","competitive","1","2",8
"985","sujeto_0073942","competitive","1","3",7
"986","sujeto_0073942","competitive","1","4",7
"987","sujeto_0073942","competitive","2","1",8
"988","sujeto_0073942","competitive","2","2",8
"989","sujeto_0073942","competitive","2","3",8
"990","sujeto_0073942","competitive","2","4",8
"991","sujeto_0073942","competitive","3","1",4
"992","sujeto_0073942","competitive","3","2",8
"993","sujeto_0073942","competitive","3","3",7
"994","sujeto_0073942","competitive","3","4",6
"995","sujeto_0073942","competitive","4","1",5
"996","sujeto_0073942","competitive","4","2",7
"997","sujeto_0073942","competitive","4","3",5
"998","sujeto_0073942","competitive","4","4",5
"999","sujeto_0073942","individual","1","3",1
"1000","sujeto_0073942","individual","1","4",1
"1001","sujeto_0073942","individual","3","1",4
"1002","sujeto_0073942","individual","3","3",1
"1003","sujeto_0073942","individual","3","4",2
"1004","sujeto_0073942","individual","4","1",3
"1005","sujeto_0073942","individual","4","2",1
"1006","sujeto_0073942","individual","4","3",3
"1007","sujeto_0073942","individual","4","4",3
"1008","sujeto_0074431","competitive","1","1",1
"1009","sujeto_0074431","competitive","1","2",8
"1010","sujeto_0074431","competitive","1","3",8
"1011","sujeto_0074431","competitive","1","4",8
"1012","sujeto_0074431","competitive","2","1",1
"1013","sujeto_0074431","competitive","2","2",8
"1014","sujeto_0074431","competitive","2","3",8
"1015","sujeto_0074431","competitive","2","4",8
"1016","sujeto_0074431","competitive","3","1",1
"1017","sujeto_0074431","competitive","3","2",8
"1018","sujeto_0074431","competitive","3","3",8
"1019","sujeto_0074431","competitive","3","4",7
"1020","sujeto_0074431","competitive","4","1",2
"1021","sujeto_0074431","competitive","4","2",7
"1022","sujeto_0074431","competitive","4","3",8
"1023","sujeto_0074431","competitive","4","4",8
"1024","sujeto_0074431","individual","1","1",7
"1025","sujeto_0074431","individual","2","1",7
"1026","sujeto_0074431","individual","3","1",7
"1027","sujeto_0074431","individual","3","4",1
"1028","sujeto_0074431","individual","4","1",6
"1029","sujeto_0074431","individual","4","2",1
"1030","sujeto_0074535","competitive","1","2",2
"1031","sujeto_0074535","competitive","1","3",8
"1032","sujeto_0074535","competitive","1","4",8
"1033","sujeto_0074535","competitive","2","2",1
"1034","sujeto_0074535","competitive","2","3",8
"1035","sujeto_0074535","competitive","2","4",8
"1036","sujeto_0074535","competitive","3","2",2
"1037","sujeto_0074535","competitive","3","3",8
"1038","sujeto_0074535","competitive","3","4",8
"1039","sujeto_0074535","competitive","4","1",1
"1040","sujeto_0074535","competitive","4","2",1
"1041","sujeto_0074535","competitive","4","3",8
"1042","sujeto_0074535","competitive","4","4",7
"1043","sujeto_0074535","individual","1","1",8
"1044","sujeto_0074535","individual","1","2",6
"1045","sujeto_0074535","individual","2","1",8
"1046","sujeto_0074535","individual","2","2",7
"1047","sujeto_0074535","individual","3","1",8
"1048","sujeto_0074535","individual","3","2",6
"1049","sujeto_0074535","individual","4","1",7
"1050","sujeto_0074535","individual","4","2",7
"1051","sujeto_0074535","individual","4","4",1
"1052","sujeto_02de544a","competitive","1","1",7
"1053","sujeto_02de544a","competitive","1","2",7
"1054","sujeto_02de544a","competitive","1","3",8
"1055","sujeto_02de544a","competitive","1","4",8
"1056","sujeto_02de544a","competitive","2","1",7
"1057","sujeto_02de544a","competitive","2","2",8
"1058","sujeto_02de544a","competitive","2","3",8
"1059","sujeto_02de544a","competitive","2","4",8
"1060","sujeto_02de544a","competitive","3","2",7
"1061","sujeto_02de544a","competitive","3","3",7
"1062","sujeto_02de544a","competitive","3","4",8
"1063","sujeto_02de544a","competitive","4","2",1
"1064","sujeto_02de544a","competitive","4","3",7
"1065","sujeto_02de544a","competitive","4","4",8
"1066","sujeto_02de544a","individual","1","1",1
"1067","sujeto_02de544a","individual","1","2",1
"1068","sujeto_02de544a","individual","2","1",1
"1069","sujeto_02de544a","individual","3","1",8
"1070","sujeto_02de544a","individual","3","2",1
"1071","sujeto_02de544a","individual","3","3",1
"1072","sujeto_02de544a","individual","4","1",8
"1073","sujeto_02de544a","individual","4","2",7
"1074","sujeto_02de544a","individual","4","3",1
"1075","sujeto_06da9741","competitive","1","1",7
"1076","sujeto_06da9741","competitive","1","2",7
"1077","sujeto_06da9741","competitive","1","3",8
"1078","sujeto_06da9741","competitive","1","4",8
"1079","sujeto_06da9741","competitive","2","1",2
"1080","sujeto_06da9741","competitive","2","2",8
"1081","sujeto_06da9741","competitive","2","3",8
"1082","sujeto_06da9741","competitive","2","4",8
"1083","sujeto_06da9741","competitive","3","1",1
"1084","sujeto_06da9741","competitive","3","2",8
"1085","sujeto_06da9741","competitive","3","3",8
"1086","sujeto_06da9741","competitive","3","4",7
"1087","sujeto_06da9741","competitive","4","1",5
"1088","sujeto_06da9741","competitive","4","2",7
"1089","sujeto_06da9741","competitive","4","3",8
"1090","sujeto_06da9741","competitive","4","4",8
"1091","sujeto_06da9741","individual","1","1",1
"1092","sujeto_06da9741","individual","1","2",1
"1093","sujeto_06da9741","individual","2","1",6
"1094","sujeto_06da9741","individual","3","1",7
"1095","sujeto_06da9741","individual","3","4",1
"1096","sujeto_06da9741","individual","4","1",3
"1097","sujeto_06da9741","individual","4","2",1
"1098","sujeto_07280530","competitive","1","1",8
"1099","sujeto_07280530","competitive","1","2",8
"1100","sujeto_07280530","competitive","1","3",8
"1101","sujeto_07280530","competitive","1","4",7
"1102","sujeto_07280530","competitive","2","1",8
"1103","sujeto_07280530","competitive","2","2",8
"1104","sujeto_07280530","competitive","2","3",8
"1105","sujeto_07280530","competitive","2","4",8
"1106","sujeto_07280530","competitive","3","1",8
"1107","sujeto_07280530","competitive","3","2",8
"1108","sujeto_07280530","competitive","3","3",8
"1109","sujeto_07280530","competitive","3","4",8
"1110","sujeto_07280530","competitive","4","1",8
"1111","sujeto_07280530","competitive","4","2",8
"1112","sujeto_07280530","competitive","4","3",8
"1113","sujeto_07280530","competitive","4","4",8
"1114","sujeto_07280530","individual","1","4",1
"1115","sujeto_077f2b56","competitive","1","1",8
"1116","sujeto_077f2b56","competitive","1","2",7
"1117","sujeto_077f2b56","competitive","1","3",8
"1118","sujeto_077f2b56","competitive","1","4",8
"1119","sujeto_077f2b56","competitive","2","1",8
"1120","sujeto_077f2b56","competitive","2","2",8
"1121","sujeto_077f2b56","competitive","2","3",8
"1122","sujeto_077f2b56","competitive","2","4",8
"1123","sujeto_077f2b56","competitive","3","1",8
"1124","sujeto_077f2b56","competitive","3","2",8
"1125","sujeto_077f2b56","competitive","3","3",8
"1126","sujeto_077f2b56","competitive","3","4",8
"1127","sujeto_077f2b56","competitive","4","1",8
"1128","sujeto_077f2b56","competitive","4","2",8
"1129","sujeto_077f2b56","competitive","4","3",8
"1130","sujeto_077f2b56","competitive","4","4",8
"1131","sujeto_0bf947ec","competitive","1","1",8
"1132","sujeto_0bf947ec","competitive","1","2",8
"1133","sujeto_0bf947ec","competitive","1","3",8
"1134","sujeto_0bf947ec","competitive","1","4",8
"1135","sujeto_0bf947ec","competitive","2","1",8
"1136","sujeto_0bf947ec","competitive","2","2",8
"1137","sujeto_0bf947ec","competitive","2","3",8
"1138","sujeto_0bf947ec","competitive","2","4",8
"1139","sujeto_0bf947ec","competitive","3","1",7
"1140","sujeto_0bf947ec","competitive","3","2",8
"1141","sujeto_0bf947ec","competitive","3","3",8
"1142","sujeto_0bf947ec","competitive","3","4",8
"1143","sujeto_0bf947ec","competitive","4","1",8
"1144","sujeto_0bf947ec","competitive","4","2",8
"1145","sujeto_0bf947ec","competitive","4","3",8
"1146","sujeto_0bf947ec","competitive","4","4",8
"1147","sujeto_0bf947ec","individual","3","1",1
"1148","sujeto_0d6a2bd1","competitive","1","1",1
"1149","sujeto_0d6a2bd1","competitive","2","2",1
"1150","sujeto_0d6a2bd1","individual","1","1",7
"1151","sujeto_0d6a2bd1","individual","1","2",8
"1152","sujeto_0d6a2bd1","individual","1","3",8
"1153","sujeto_0d6a2bd1","individual","1","4",8
"1154","sujeto_0d6a2bd1","individual","2","1",8
"1155","sujeto_0d6a2bd1","individual","2","2",7
"1156","sujeto_0d6a2bd1","individual","2","3",8
"1157","sujeto_0d6a2bd1","individual","2","4",8
"1158","sujeto_0d6a2bd1","individual","3","1",8
"1159","sujeto_0d6a2bd1","individual","3","2",8
"1160","sujeto_0d6a2bd1","individual","3","3",8
"1161","sujeto_0d6a2bd1","individual","3","4",8
"1162","sujeto_0d6a2bd1","individual","4","1",8
"1163","sujeto_0d6a2bd1","individual","4","2",8
"1164","sujeto_0d6a2bd1","individual","4","3",8
"1165","sujeto_0d6a2bd1","individual","4","4",8
"1166","sujeto_11124bad","competitive","1","1",8
"1167","sujeto_11124bad","competitive","1","2",8
"1168","sujeto_11124bad","competitive","1","3",8
"1169","sujeto_11124bad","competitive","1","4",8
"1170","sujeto_11124bad","competitive","2","1",8
"1171","sujeto_11124bad","competitive","2","2",8
"1172","sujeto_11124bad","competitive","2","3",8
"1173","sujeto_11124bad","competitive","2","4",8
"1174","sujeto_11124bad","competitive","3","1",8
"1175","sujeto_11124bad","competitive","3","2",8
"1176","sujeto_11124bad","competitive","3","3",8
"1177","sujeto_11124bad","competitive","3","4",8
"1178","sujeto_11124bad","competitive","4","1",8
"1179","sujeto_11124bad","competitive","4","2",8
"1180","sujeto_11124bad","competitive","4","3",8
"1181","sujeto_11124bad","competitive","4","4",8
"1182","sujeto_151573d2","competitive","1","1",8
"1183","sujeto_151573d2","competitive","1","2",8
"1184","sujeto_151573d2","competitive","1","3",8
"1185","sujeto_151573d2","competitive","1","4",8
"1186","sujeto_151573d2","competitive","2","1",5
"1187","sujeto_151573d2","competitive","2","2",8
"1188","sujeto_151573d2","competitive","2","3",8
"1189","sujeto_151573d2","competitive","2","4",8
"1190","sujeto_151573d2","competitive","3","1",4
"1191","sujeto_151573d2","competitive","3","2",4
"1192","sujeto_151573d2","competitive","3","3",7
"1193","sujeto_151573d2","competitive","3","4",8
"1194","sujeto_151573d2","competitive","4","1",4
"1195","sujeto_151573d2","competitive","4","2",4
"1196","sujeto_151573d2","competitive","4","3",8
"1197","sujeto_151573d2","competitive","4","4",8
"1198","sujeto_151573d2","individual","2","1",3
"1199","sujeto_151573d2","individual","3","1",4
"1200","sujeto_151573d2","individual","3","2",4
"1201","sujeto_151573d2","individual","4","1",4
"1202","sujeto_151573d2","individual","4","2",4
"1203","sujeto_18c10e9c","competitive","1","1",7
"1204","sujeto_18c10e9c","competitive","1","2",8
"1205","sujeto_18c10e9c","competitive","1","3",8
"1206","sujeto_18c10e9c","competitive","1","4",6
"1207","sujeto_18c10e9c","competitive","2","1",4
"1208","sujeto_18c10e9c","competitive","2","2",7
"1209","sujeto_18c10e9c","competitive","2","3",8
"1210","sujeto_18c10e9c","competitive","2","4",8
"1211","sujeto_18c10e9c","competitive","3","1",3
"1212","sujeto_18c10e9c","competitive","3","2",3
"1213","sujeto_18c10e9c","competitive","3","3",7
"1214","sujeto_18c10e9c","competitive","3","4",8
"1215","sujeto_18c10e9c","competitive","4","1",1
"1216","sujeto_18c10e9c","competitive","4","2",4
"1217","sujeto_18c10e9c","competitive","4","3",7
"1218","sujeto_18c10e9c","competitive","4","4",8
"1219","sujeto_18c10e9c","individual","1","1",1
"1220","sujeto_18c10e9c","individual","1","4",2
"1221","sujeto_18c10e9c","individual","2","1",4
"1222","sujeto_18c10e9c","individual","2","2",1
"1223","sujeto_18c10e9c","individual","3","1",5
"1224","sujeto_18c10e9c","individual","3","2",5
"1225","sujeto_18c10e9c","individual","3","3",1
"1226","sujeto_18c10e9c","individual","4","1",7
"1227","sujeto_18c10e9c","individual","4","2",4
"1228","sujeto_18c10e9c","individual","4","3",1
"1229","sujeto_1bb5ad4b","competitive","1","1",8
"1230","sujeto_1bb5ad4b","competitive","1","2",7
"1231","sujeto_1bb5ad4b","competitive","1","3",6
"1232","sujeto_1bb5ad4b","competitive","1","4",7
"1233","sujeto_1bb5ad4b","competitive","2","1",7
"1234","sujeto_1bb5ad4b","competitive","2","2",8
"1235","sujeto_1bb5ad4b","competitive","2","3",8
"1236","sujeto_1bb5ad4b","competitive","2","4",7
"1237","sujeto_1bb5ad4b","competitive","3","1",7
"1238","sujeto_1bb5ad4b","competitive","3","2",7
"1239","sujeto_1bb5ad4b","competitive","3","3",7
"1240","sujeto_1bb5ad4b","competitive","3","4",8
"1241","sujeto_1bb5ad4b","competitive","4","1",8
"1242","sujeto_1bb5ad4b","competitive","4","2",8
"1243","sujeto_1bb5ad4b","competitive","4","3",7
"1244","sujeto_1bb5ad4b","competitive","4","4",7
"1245","sujeto_1bb5ad4b","individual","1","2",1
"1246","sujeto_1bb5ad4b","individual","1","3",2
"1247","sujeto_1bb5ad4b","individual","1","4",1
"1248","sujeto_1bb5ad4b","individual","2","1",1
"1249","sujeto_1bb5ad4b","individual","2","4",1
"1250","sujeto_1bb5ad4b","individual","3","1",1
